netId,name,year,major,minor,taggedPref,prefTimeComm
scurr84,Vanessa Newton,2,English,Statistics,Academic,3-5 hours
cboyd45,James Conway,3,Art,Women's Studies,Cultural,1-3 hours
mrami91,Kristina Jones,1,Economics,Sociology,Media,1-3 hours
smcco98,Stephen French,4,Communications,Environmental Studies,Academic,3-5 hours
cturn40,Andrea Fowler,3,Art,Neuroscience,Media,5-10 hours
ttuck68,Christopher Hall,2,Biology,Art History,Academic,1-3 hours
dsmit34,Lisa Morrison,2,Economics,Data Science,Academic,1-3 hours
cpadi11,Todd Johnson,3,Physics,Linguistics,Professional,10+ hours
ajame13,Miss Jennifer Paul MD,3,Business,Art History,Cultural,1-3 hours
bbeas11,David Jones,4,Physics,Theatre,Media,1-3 hours
cmcca58,Anne Jones,4,Political Science,Neuroscience,Social,5-10 hours
slowe99,Robert Peck,3,Computer Science,Linguistics,Arts,10+ hours
bespi36,Dean Thompson,2,Physics,Theatre,Social,10+ hours
jcoll2,Oscar Briggs,1,Mathematics,Journalism,Social,10+ hours
rsmit79,Nicole Thomas,3,Mathematics,Business,Professional,10+ hours
lcalh43,Robert Harmon,4,Art,Music,Academic,10+ hours
swest49,Sarah Barnes,2,Political Science,Art History,Cultural,10+ hours
jroge41,Anthony Perez,1,Engineering,Art History,Media,5-10 hours
bmorr55,Natalie Gonzalez,2,Computer Science,Data Science,Social,1-3 hours
cston74,Tanya Martinez,1,Economics,Women's Studies,Technical,1-3 hours
mgay68,Anthony Ortiz,3,Biology,Anthropology,Professional,3-5 hours
caust68,Jason Ingram,4,Political Science,Sociology,Technical,1-3 hours
amull94,Sandra Hill,2,Chemistry,Philosophy,Cultural,3-5 hours
agarz31,Joseph Smith,4,Business,Theatre,Media,10+ hours
kcham87,Willie Anderson,2,Mathematics,Art History,Academic,5-10 hours
rchan64,Donna Perkins,3,Political Science,Philosophy,Academic,5-10 hours
salva97,Matthew Roberts,1,Computer Science,Neuroscience,Academic,3-5 hours
hgood96,Stephanie Ayala,4,Psychology,Music,Social,10+ hours
djone62,Jorge Daniels,1,Political Science,Sociology,Technical,10+ hours
hbarn4,Tamara Barnes,1,Business,Linguistics,Cultural,5-10 hours
amata79,Debra Craig,3,Psychology,Sociology,Cultural,3-5 hours
breed49,Allison Kim,3,Art,Women's Studies,Cultural,5-10 hours
ronea82,Lori Foster,4,Political Science,Spanish,Academic,10+ hours
bmatt6,Samantha Sanchez,1,Biology,Journalism,Professional,5-10 hours
kfran28,Elizabeth Sullivan,4,Biology,Statistics,Technical,5-10 hours
jkell31,Jeffrey Duran,3,Biology,Spanish,Social,1-3 hours
rshaw25,Gabriella Davis,1,Communications,Linguistics,Media,10+ hours
bgate63,Daniel Perez,3,Art,Journalism,Arts,3-5 hours
abake96,Michelle Long,1,Political Science,Art History,Academic,3-5 hours
vhull30,Heather Webb,1,Economics,Business,Academic,3-5 hours
gpere55,Megan Mcguire,4,History,Neuroscience,Academic,3-5 hours
mjone39,Daniel Pearson,4,Chemistry,Art History,Social,10+ hours
njime97,Lauren Medina,2,Psychology,Data Science,Social,10+ hours
mbrow71,Guy Grant,4,Psychology,Art History,Media,1-3 hours
msmit5,Matthew Banks,1,Communications,Sociology,Cultural,1-3 hours
rvill12,Jacob Rowe,3,Psychology,Women's Studies,Technical,1-3 hours
jbren74,Sean Barber,3,History,Business,Arts,10+ hours
jtayl79,Michael Coleman,4,Physics,Art History,Cultural,5-10 hours
zwill47,Stanley Rogers,4,Computer Science,Linguistics,Technical,5-10 hours
mluna66,Fernando Fernandez,1,Economics,Business,Media,10+ hours
jgill78,Leslie Jones,1,Economics,Music,Academic,1-3 hours
jhuff50,Mary Lawrence,4,Chemistry,Music,Arts,10+ hours
akenn91,Holly Gardner,4,Biology,Data Science,Professional,5-10 hours
sryan93,Noah Mays,1,Chemistry,Theatre,Professional,3-5 hours
ledwa13,Tammy Gomez,2,Business,Neuroscience,Arts,1-3 hours
bagui76,Kathryn Ramirez,2,Political Science,Journalism,Cultural,3-5 hours
ldalt45,Anna George,3,Physics,Women's Studies,Media,1-3 hours
walli76,Eric Weber,2,Chemistry,Business,Social,10+ hours
lgarc49,Cheyenne Rodriguez,4,Business,Art History,Arts,1-3 hours
sbarn84,Kristin Ibarra,1,Economics,Data Science,Cultural,1-3 hours
aflor62,Chris Lambert,1,Music,Journalism,Media,10+ hours
acruz59,Allen Avery,2,Art,Neuroscience,Arts,10+ hours
ereed53,Brenda Sawyer,2,Biology,Spanish,Professional,10+ hours
jmyer66,Catherine Grant,4,Economics,Environmental Studies,Technical,1-3 hours
plope1,Chloe Gill,3,Psychology,Environmental Studies,Academic,1-3 hours
ralle57,Sydney Nelson,1,Chemistry,Sociology,Technical,5-10 hours
ereid79,Guy Daniels,2,Mathematics,Neuroscience,Media,3-5 hours
mferg11,Robert Sosa,4,Business,Environmental Studies,Media,1-3 hours
chane72,Laura Bowers,3,Engineering,Sociology,Professional,1-3 hours
mharr13,Laura Johnson,4,Chemistry,Sociology,Arts,1-3 hours
showa70,Margaret Morris,2,English,Environmental Studies,Media,5-10 hours
lsmit24,Ashley Campbell,4,Computer Science,Art History,Academic,10+ hours
scole76,Kathryn Murphy,2,Economics,Statistics,Social,5-10 hours
kdavi19,Destiny Jones,1,Physics,Journalism,Academic,5-10 hours
tmedi20,Richard Cooper,2,Mathematics,Anthropology,Media,3-5 hours
kvarg9,Joseph Ortiz,1,Computer Science,Women's Studies,Academic,5-10 hours
lhern98,Michelle Walker MD,2,Economics,Anthropology,Technical,10+ hours
cfran30,Mary Murillo,2,English,Journalism,Media,3-5 hours
wschm95,Julie Novak,2,Economics,Sociology,Technical,1-3 hours
slaws4,James Turner,3,Psychology,Linguistics,Professional,10+ hours
rperr45,Allen Miller,1,Biology,Art History,Media,3-5 hours
rrowe35,Jennifer Wu MD,4,Psychology,Art History,Media,5-10 hours
apars87,James Jones,1,Music,Music,Academic,5-10 hours
jhill75,Adam Cruz,2,English,Music,Social,10+ hours
acast87,Adam King,4,Music,Sociology,Cultural,1-3 hours
swalk30,David Smith,1,Mathematics,Business,Cultural,1-3 hours
pgarc76,Jamie Hanna,1,Computer Science,Data Science,Technical,5-10 hours
abond37,Cathy Lin,3,Business,Journalism,Social,1-3 hours
dguer97,Jonathan Jenkins,2,Computer Science,Statistics,Academic,5-10 hours
smoon23,Melanie Jensen,3,Chemistry,Data Science,Cultural,10+ hours
jclay36,Karla Jackson,2,Business,Business,Academic,3-5 hours
dpric59,Ashley Griffin,1,Political Science,Journalism,Academic,10+ hours
vruiz14,Tyler Clayton,1,English,Spanish,Cultural,10+ hours
kbate24,Carol Franco,4,Biology,Women's Studies,Social,10+ hours
hwilk35,Miranda Smith,2,Computer Science,Spanish,Technical,5-10 hours
jpowe39,Bruce Baker,4,Engineering,Linguistics,Media,3-5 hours
smill17,Victoria Green,3,Business,Spanish,Cultural,10+ hours
mramo47,Kristi Bowen,1,Art,Business,Social,10+ hours
charr57,Nicole Mcbride,4,English,Philosophy,Professional,10+ hours
kneal14,Cheryl Villarreal,1,Physics,Women's Studies,Cultural,5-10 hours
twils88,Cassandra Thomas,1,Chemistry,Music,Arts,5-10 hours
chill41,Kimberly Clark MD,2,Computer Science,Anthropology,Technical,1-3 hours
jloga51,Lisa Meadows,3,Engineering,Women's Studies,Media,1-3 hours
kcruz94,Mr. Kenneth Simpson PhD,4,Mathematics,Women's Studies,Social,10+ hours
aport80,Justin Romero,2,Business,Women's Studies,Media,5-10 hours
sleon66,Zachary Sanders,2,Business,Art History,Arts,3-5 hours
kphil32,Robert Simmons,4,Mathematics,Journalism,Technical,5-10 hours
dmcle20,Sherri Page,2,Business,Journalism,Social,10+ hours
amay8,Maria Dunlap,3,Communications,Theatre,Media,1-3 hours
tmccl34,Devin Ramsey,2,Art,Sociology,Technical,10+ hours
nburn90,Mr. Justin Fleming MD,1,English,Environmental Studies,Academic,10+ hours
kbell28,Teresa Tucker,2,Computer Science,Business,Technical,5-10 hours
cmcdo28,Jose Johnson,2,Communications,Philosophy,Academic,3-5 hours
svela34,Sheila Zamora,4,History,Women's Studies,Academic,1-3 hours
rvaug32,Christopher Dawson,2,Psychology,Philosophy,Media,1-3 hours
zford53,Paula Lee,2,Art,Business,Arts,3-5 hours
jphil92,Peter Schmidt,3,Mathematics,Neuroscience,Technical,5-10 hours
drobi81,Wendy Martinez,3,Political Science,Linguistics,Social,3-5 hours
celli12,Sara Robinson,3,Business,Journalism,Professional,3-5 hours
edavi48,Theresa Mills,3,Chemistry,Sociology,Professional,3-5 hours
ejohn17,Faith Perez,3,Communications,Business,Cultural,5-10 hours
jgarc26,Amanda Bailey MD,2,Engineering,Anthropology,Arts,1-3 hours
csawy59,Nicole Bryant,4,History,Business,Social,5-10 hours
jrobi44,Glenn Smith,4,Physics,Environmental Studies,Media,10+ hours
awill51,Jennifer Martinez,4,Psychology,Statistics,Professional,5-10 hours
smoor22,Ronald Evans,3,Art,Environmental Studies,Media,1-3 hours
chowe19,Mary Campbell,4,Chemistry,Sociology,Media,5-10 hours
swood8,Laura Barnes,4,History,Spanish,Cultural,10+ hours
gmart78,Daniel Gutierrez,1,Communications,Data Science,Social,5-10 hours
apitt36,Charles Schultz,2,Computer Science,Business,Technical,10+ hours
jmath9,Amber Castro,3,Mathematics,Linguistics,Technical,1-3 hours
tagui82,Aaron Reyes,3,Physics,Sociology,Cultural,3-5 hours
jnich8,Tracie Mcdonald,2,Mathematics,Anthropology,Social,1-3 hours
aheat37,Brandy Jordan,2,Chemistry,Theatre,Academic,5-10 hours
tgrah78,Wesley Morris,4,Psychology,Anthropology,Professional,3-5 hours
rrich47,Anna West,4,English,Music,Professional,3-5 hours
myoun56,Kathleen Mata,3,Psychology,Art History,Arts,5-10 hours
lgarc99,Lance Ramirez,2,Biology,Data Science,Cultural,10+ hours
shopk36,Scott Wall,3,English,Statistics,Cultural,5-10 hours
rwood90,Carol Lee,2,Psychology,Anthropology,Cultural,5-10 hours
jfrye26,Curtis Guerrero,3,English,Environmental Studies,Professional,1-3 hours
agibs8,Christopher Jensen,4,Psychology,Linguistics,Technical,3-5 hours
trami21,Ashley Macdonald,2,Psychology,Music,Media,3-5 hours
wdean92,Patrick Smith,1,Engineering,Neuroscience,Media,10+ hours
groy84,Seth Miles,1,Music,Data Science,Cultural,5-10 hours
tdunc14,Brandy Wallace,4,Engineering,Linguistics,Technical,3-5 hours
achap87,Crystal Grimes,1,Biology,Theatre,Arts,5-10 hours
lguti51,Penny Freeman,3,Chemistry,Data Science,Professional,1-3 hours
cevan7,Timothy Pierce,4,Psychology,Anthropology,Professional,5-10 hours
edavi62,Christopher Nguyen,4,English,Anthropology,Academic,3-5 hours
dbail34,Roy Stewart,4,Communications,Environmental Studies,Cultural,10+ hours
sstan59,Tracy Walters,3,English,Spanish,Technical,5-10 hours
dmath98,Caroline Reed,3,Psychology,Neuroscience,Arts,3-5 hours
tgarr12,Melissa Rivera,3,Chemistry,Environmental Studies,Media,3-5 hours
swong22,Jennifer Gonzalez,3,Computer Science,Neuroscience,Social,5-10 hours
hharr72,Dawn Wells,4,Economics,Statistics,Professional,3-5 hours
rdean48,Catherine Parker,3,History,Data Science,Cultural,10+ hours
mreed86,Eugene Green,3,Biology,Neuroscience,Technical,3-5 hours
drowe38,Jennifer Norton,3,Music,Statistics,Social,5-10 hours
abenn34,Mary Rogers,1,Psychology,Philosophy,Professional,3-5 hours
lwill55,Aaron Mckay,1,English,Environmental Studies,Media,5-10 hours
jfull17,William Cabrera,1,Business,Philosophy,Professional,3-5 hours
bgonz77,Beth Floyd,2,Psychology,Women's Studies,Technical,3-5 hours
jguti28,Justin Blake,2,Chemistry,Women's Studies,Technical,1-3 hours
twrig1,Nancy Cannon,1,Art,Statistics,Academic,3-5 hours
kherr4,Phillip Franklin,1,Computer Science,Data Science,Media,10+ hours
dmonr2,Pamela Scott,4,Chemistry,Data Science,Arts,10+ hours
nmont85,Peter Curtis,4,Psychology,Women's Studies,Social,1-3 hours
aespa60,Willie Garcia,4,Psychology,Sociology,Professional,1-3 hours
jcole87,Gina Anderson,4,Political Science,Anthropology,Arts,10+ hours
rli53,Lauren Harrison DDS,3,Art,Statistics,Cultural,3-5 hours
cgarc29,Dawn Griffith,3,Physics,Music,Social,5-10 hours
ffish34,Megan Perry,4,Art,Music,Social,3-5 hours
jrobi87,Dean Hill,3,Engineering,Sociology,Professional,3-5 hours
mande1,Kristine Dalton,3,Business,Sociology,Technical,1-3 hours
bnels97,Justin Smith,4,Music,Spanish,Technical,1-3 hours
ksimm84,Kelly Price,1,Music,Linguistics,Social,1-3 hours
hbake96,Billy Bruce,2,Political Science,Neuroscience,Social,1-3 hours
jirwi6,Linda Stanton,4,Mathematics,Women's Studies,Academic,5-10 hours
ssmit84,Ivan Perez,3,Economics,Women's Studies,Social,5-10 hours
cthom88,Briana Hunt,3,English,Art History,Arts,1-3 hours
wgoul50,Mrs. Erin Thompson,1,Communications,Neuroscience,Cultural,3-5 hours
bnels55,Kyle Harvey,3,Chemistry,Women's Studies,Professional,1-3 hours
hferg57,Robert French,2,Art,Neuroscience,Arts,10+ hours
ksali62,Dillon Hernandez,2,Biology,Women's Studies,Professional,3-5 hours
jmeza74,Adrienne Clark,1,Art,Spanish,Social,3-5 hours
ejone4,Jordan Clayton,1,Chemistry,Data Science,Technical,10+ hours
jwhit57,Mary Santos,3,Engineering,Sociology,Arts,1-3 hours
sdavi32,Jennifer Ashley,2,Economics,Anthropology,Media,1-3 hours
mcarr83,Sean Whitaker,2,Mathematics,Spanish,Professional,10+ hours
csmit39,Sarah Hicks,2,Music,Women's Studies,Cultural,3-5 hours
rwang20,Erin Francis,1,Psychology,Statistics,Cultural,1-3 hours
rjone8,James Medina,3,English,Environmental Studies,Academic,5-10 hours
jhard84,Patrick Matthews,2,Political Science,Art History,Cultural,3-5 hours
dmurp98,Elizabeth Perez,4,Mathematics,Anthropology,Arts,5-10 hours
rjohn66,Allen Vasquez,1,Computer Science,Women's Studies,Media,10+ hours
dmoor11,Jennifer Wright,1,Psychology,Sociology,Media,5-10 hours
dherr21,Thomas Mckinney,1,Business,Women's Studies,Media,3-5 hours
slyon7,Matthew Lutz,1,English,Data Science,Professional,3-5 hours
bmuel11,Raymond Brown,1,Chemistry,Music,Media,10+ hours
dwill36,Michelle Richardson,2,Business,Women's Studies,Technical,10+ hours
bwils27,David Payne,1,Psychology,Linguistics,Media,3-5 hours
gdavi6,April Waller,4,English,Linguistics,Technical,3-5 hours
mpete25,Felicia Garcia,3,Mathematics,Spanish,Media,1-3 hours
cande28,Sarah Munoz,2,Engineering,Statistics,Cultural,5-10 hours
tsull35,Susan Meadows,4,Art,Journalism,Professional,3-5 hours
mstev36,Jeremy Mclaughlin,3,Political Science,Music,Social,10+ hours
jbrow94,David Ortiz,2,Music,Data Science,Social,5-10 hours
amcph30,Jerry Graves,3,Physics,Music,Professional,3-5 hours
jsant79,Mrs. Emily Chapman,4,Communications,Sociology,Cultural,1-3 hours
tshar29,Susan Bernard,3,Economics,Journalism,Technical,5-10 hours
mchri8,Ann Myers,4,Psychology,Art History,Technical,3-5 hours
sthom55,Ryan Martin,3,Business,Statistics,Technical,3-5 hours
dstew74,Autumn Hill,3,Chemistry,Environmental Studies,Professional,3-5 hours
bhowe35,Jennifer Pratt,3,Engineering,Data Science,Cultural,5-10 hours
njohn59,Evelyn Baker,1,Art,Environmental Studies,Social,5-10 hours
bmart6,Carlos Graves,3,History,Spanish,Technical,10+ hours
estew56,Ana Davies,3,Engineering,Music,Media,10+ hours
jpugh36,Samantha Baldwin,3,Communications,Linguistics,Technical,10+ hours
